portfolio_scope,weight_sum,app_count,confidence_mean,average_age_total,female,male,normalized_demographics_female_18,normalized_demographics_female_25,normalized_demographics_female_35,normalized_demographics_female_45,normalized_demographics_female_55,normalized_demographics_male_18,normalized_demographics_male_25,normalized_demographics_male_35,normalized_demographics_male_45,normalized_demographics_male_55,age_bucket_18_combined,age_bucket_25_combined,age_bucket_35_combined,age_bucket_45_combined,age_bucket_55_combined
Top 50 VN games 2025,31827384.72943808,109.0,6.85,29.441243231737324,0.2761714990538285,0.7238285009461717,0.07995179550601744,0.11010842601917889,0.05782800788064687,0.022440664946650157,0.0058426047013351275,0.22133469005359063,0.30420223130001567,0.13383169109855686,0.05028739220043529,0.014172496293573115,0.3012864855596081,0.4143106573191946,0.19165969897920374,0.07272805714708544,0.020015100994908244
