country_name,country_code,region,income_level,lending_type,indicator_code,indicator_name,year,gdp_per_capita_current_usd
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,3901.34014965811
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,4020.12671373919
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,4183.54620971358
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,4320.11671534627
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,3997.19279583709
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,4642.60743101342
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,5074.60210221806
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,5365.44491399171
El Salvador,SLV,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,5579.65969165029
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,9068.91003238645
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,7453.19797948517
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,7809.10465655488
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,8102.47084834031
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,6804.14923073888
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,5764.05502912947
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,6945.63069794539
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,7589.29964909381
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,6677.793435386
Equatorial Guinea,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,6745.40013244916
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,
Eritrea,ERI,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,17722.1557669523
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,18666.3736521706
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,20851.5223496861
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,23618.1361254581
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,24021.2501413306
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,23933.9939421065
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,27951.1659277744
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,28340.3826549406
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,30264.0064885057
Estonia,EST,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,31428.3547816104
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,3419.82276559528
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,3238.17611961364
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,3853.09956569679
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,3972.65450620357
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,3913.14577547336
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,3466.56936278145
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,3984.00229174306
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,3894.1620089869
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,3755.52111232464
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,3909.55892378182
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,597.912113218663
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,641.651523286233
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,696.348429076216
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,739.702022272086
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,793.473247210264
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,829.790982547947
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,893.00983544905
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,982.103161506992
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,1055.81091592527
Ethiopia,ETH,Sub-Saharan Africa ,Not classified,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,1133.88279681719
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,52637.1903526574
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,56875.2803813296
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,59387.353086482
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,62526.4908515743
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,63068.2872688483
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,62243.1905561324
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,69415.1853254579
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,67058.2022648126
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,72465.3769660215
Faroe Islands,FRO,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,74119.6607553879
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,5097.53106864695
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,5363.79026679243
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,5826.84814459328
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,6085.41979485376
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,5842.07344577597
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,4620.6457238014
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,4536.73312110335
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,5414.12092119088
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,5926.20586394763
Fiji,FJI,East Asia & Pacific,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,6425.74151715712
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,42560.3456767103
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,43451.2562442158
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,46085.0174739036
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,49654.2497035329
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,48358.1807773701
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,48828.6846862799
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,53099.1351400148
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,50440.560224974
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,52834.2916752703
Finland,FIN,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,53149.7671934051
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,36702.4323733379
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,37024.2157133669
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,38687.1626407164
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,41418.1766484844
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,40408.2848574751
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,39169.8606000707
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,43725.0999521245
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,40988.6396406579
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,44700.1384177544
France,FRA,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,46103.0840855884
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,19166.9594761931
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,19690.0775734589
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,20826.9312492172
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,21925.616043938
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,21582.5892046801
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,19966.4838503859
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,21426.3854449835
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,20053.9569369322
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,21832.2831795569
French Polynesia,PYF,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,22439.8838746025
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,7047.12654634355
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,6677.07003901644
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,6921.73373135624
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,7624.2775233771
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,7441.1786472281
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,6605.80346077565
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,8181.40914134656
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,8409.2074145028
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,7802.82433276138
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,8230.04311451151
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,619.536364296461
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,650.056501323611
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,642.522641296331
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,696.219806960615
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,738.186751987483
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,720.335143352133
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,781.890925169531
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,836.244875868476
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,883.024111719809
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,871.340291776294
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,4086.6223465965
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,4143.40125686315
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,4418.75206546679
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,4804.0546040444
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,4741.2832715876
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,4300.85701291207
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,5083.60695484577
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,6729.84659930283
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,8283.66960652261
Georgia,GEO,Europe & Central Asia,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,9241.49122313713
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,41929.7549110722
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,42948.9381932694
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,45553.9341495339
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,48916.1686612154
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,47656.199739747
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,47394.8734504469
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,52349.2459994422
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,50506.5179638543
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,54776.7668235491
Germany,DEU,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,56103.7323182554
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,1722.77282833606
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,1912.47991339951
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,2012.28662641265
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,2195.32166016377
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,2186.65822682613
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,2195.45481659987
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,2445.18662529344
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,2229.89122647803
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2383.90410483418
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2390.77237652715
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,
Gibraltar,GIB,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,17980.7298238137
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,17919.2426377048
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,18631.9930129293
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,19873.4015238771
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,19335.3602002969
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,17886.733165236
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,20654.7001960815
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,20886.5243087629
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,23343.7103964562
Greece,GRC,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,24626.1481858973
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,44536.3549705377
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,48181.7453541266
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,50765.7494665372
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,54545.135857765
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,53309.2035905065
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,54812.6661771023
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,58135.9939910203
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,55635.0006491223
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,58498.9707973609
Greenland,GRL,Europe & Central Asia,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,8694.12438005692
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,9221.23461079424
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,9751.42661155932
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,10083.021279225
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,10462.7929159533
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,8968.55890108484
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,9617.28902905373
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,10469.3867012856
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,11414.4781691181
Grenada,GRD,Latin America & Caribbean ,Upper middle income,Blend,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,11705.0902976658
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,35165.7014644795
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,35930.6594898711
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,36779.0078903909
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,37195.9503070464
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,39274.9431424899
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,36482.9363953675
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,38074.8793745801
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,41833.1517132825
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,
Guam,GUM,East Asia & Pacific,High income,Not classified,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,
Guatemala,GTM,Latin America & Caribbean ,Upper middle income,IBRD,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,3893.50533299068
